"","DATETIME","LEVEL_T1","LEVEL_T2","LEVEL_T3","LEVEL_T4","LEVEL_T5","LEVEL_T6","LEVEL_T7","FLOW_PU1","STATUS_PU1","FLOW_PU2","STATUS_PU2","FLOW_PU3","STATUS_PU3","FLOW_PU4","STATUS_PU4","FLOW_PU5","STATUS_PU5","FLOW_PU6","STATUS_PU6","FLOW_PU7","STATUS_PU7","FLOW_PU8","STATUS_PU8","FLOW_PU9","STATUS_PU9","FLOW_PU10","STATUS_PU10","FLOW_PU11","STATUS_PU11","FLOW_V2","STATUS_V2","PRESSURE_J280","PRESSURE_J269","PRESSURE_J300","PRESSURE_J256","PRESSURE_J289","PRESSURE_J415","PRESSURE_J302","PRESSURE_J306","PRESSURE_J307","PRESSURE_J317","PRESSURE_J14","PRESSURE_J422","ATT_FLAG"
"627","30/01/17 02",2.5,3.02,4.92,3.13,3.51,5.5,4.07,95.62,"True",95.64,"True",0,"False",33.87,"True",0,"False",0,"False",48.48,"True",0,"False",0,"False",30.83,"True",0,"False",92.82,"True",2.98,35.32,27.55,91.55,27.62,87.86,27.84,63.8,27.72,75.01,30.55,29.65,"False"
"628","30/01/17 03",2.62,3.21,5.24,3.81,2.98,5.44,4.53,94.11,"True",94.13,"True",0,"False",0,"False",0,"False",0,"False",48.56,"True",0,"False",0,"False",0,"False",0,"False",90.97,"True",2.98,36.13,29.37,76.6,29.33,89.41,31.16,63.82,31.16,60.87,31.95,31.05,"False"
"629","30/01/17 04",2.9,3.66,5.05,4.59,2.56,5.21,3.53,93.7,"True",93.71,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",72.74,"True",2.98,36.35,32.27,75.58,32.27,69.27,31.59,63.77,31.59,60.77,34.57,33.67,"False"
"630","30/01/17 05",3.19,4.42,4.8,3.75,2.24,4.99,2.84,93.31,"True",93.32,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",70.61,"True",2.98,36.56,32.84,76.07,32.84,68.08,31.91,62.88,31.91,58.99,35.13,34.23,"False"
"631","30/01/17 06",3.4,5.09,4.6,3.06,1.77,5.15,3.11,94.28,"True",94.3,"True",0,"False",0,"False",0,"False",0,"False",49.96,"True",0,"False",0,"False",32.29,"True",0,"False",80.61,"True",2.98,36.04,30.63,73.83,30.59,88.02,28.65,62.19,28.53,70.78,33.17,32.27,"False"
"632","30/01/17 07",3.46,4.9,4.28,3.67,1.8,5.48,3.76,95.56,"True",95.58,"True",0,"False",0,"False",0,"False",0,"False",49.9,"True",35.06,"True",0,"False",30.54,"True",0,"False",74.11,"True",2.98,35.36,30.69,74.72,30.65,88.19,21.68,83.56,21.57,69.81,33.18,32.28,"False"
"633","30/01/17 08",3.37,5.15,4.03,4.22,2.45,5.5,4.55,96.11,"True",96.13,"True",0,"False",0,"False",0,"False",0,"False",49.96,"True",35.55,"True",0,"False",30.29,"True",0,"False",70.44,"True",2.98,35.06,30.81,69.1,30.77,88.18,21.31,82.32,21.2,70.27,33.29,32.39,"True"
"634","30/01/17 09",3.32,5.4,3.56,4,2.87,5.5,4.66,93.07,"True",93.09,"True",0,"False",0,"False",0,"False",0,"False",0,"False",35.91,"True",0,"False",30.53,"True",0,"False",0,"True",2.98,36.68,37.81,69.61,37.81,61.61,22.09,82.47,21.98,70.23,39.9,39,"True"
"635","30/01/17 10",3.44,5.4,3.12,2.79,3.22,5.5,4.71,95.01,"True",95.03,"True",0,"False",0,"False",0,"False",0,"False",51.76,"True",36.03,"True",0,"False",30.35,"True",0,"False",51.76,"True",2.98,35.65,33.38,70.74,33.34,87.14,21.61,81.77,21.5,70.37,35.78,34.88,"True"
"636","30/01/17 11",3.38,5.33,3.18,3.16,3.43,5.5,4.8,95.61,"True",95.63,"True",0,"False",36.39,"True",0,"False",0,"False",50.86,"True",35.1,"True",0,"False",29.63,"True",0,"False",75.1,"True",2.98,35.33,30.07,89.73,30.14,85.78,21.84,83.63,21.74,72.92,33.02,32.12,"True"
"637","30/01/17 12",3.41,5.22,3.69,3.33,3.98,5.15,3.21,95.8,"True",95.82,"True",0,"False",36.29,"True",0,"False",0,"False",50.86,"True",36.88,"True",0,"False",0,"False",0,"False",76.02,"True",2.98,35.23,29.98,89.82,30.05,85.68,27.5,86.07,27.5,57.35,32.93,32.03,"True"
"638","30/01/17 13",3.47,5.12,4.19,3.45,3.36,5.14,2.75,95.37,"True",95.39,"True",0,"False",35.72,"True",0,"False",0,"False",50.44,"True",0,"False",0,"False",32.81,"True",0,"False",78.26,"True",2.98,35.46,29.94,90.8,30.01,86.49,28.21,62.26,28.08,68.45,32.9,32,"True"
"639","30/01/17 14",3.5,5.04,4.7,3.74,2.6,5.36,2.91,95.71,"True",95.73,"True",0,"False",35.4,"True",0,"False",0,"False",50.14,"True",0,"False",0,"False",32.66,"True",0,"False",77.75,"True",2.98,35.27,29.88,91.29,29.94,87.02,28.15,61.87,28.03,68.95,32.81,31.91,"True"
"640","30/01/17 15",3.5,4.96,5.22,4.09,1.89,5.5,3.27,94.99,"True",95.01,"True",0,"False",35.68,"True",0,"False",0,"False",50.19,"True",0,"False",0,"False",31.97,"True",0,"False",80.85,"True",2.98,35.66,29.82,90.74,29.89,86.87,28.48,60.85,28.37,71.74,32.79,31.89,"True"
"641","30/01/17 16",3.54,5.18,4.98,4.37,1.43,5.5,3.69,95.51,"True",95.53,"True",0,"False",0,"False",0,"False",0,"False",50.35,"True",35.81,"True",0,"False",30.06,"True",0,"False",72.8,"True",2.98,35.38,30.9,72.54,30.86,87.51,21.68,82.24,21.57,71.39,33.39,32.49,"True"
"642","30/01/17 17",3.58,5.4,4.6,3.68,1.93,5.5,4.18,91.39,"True",91.41,"True",0,"False",0,"False",0,"False",0,"False",0,"False",36.28,"True",0,"False",30.79,"True",0,"False",0,"True",2.98,37.57,38.82,72.8,38.82,63.12,22.86,82.58,22.75,70.15,40.91,40.01,"True"
"643","30/01/17 18",3.71,5.4,4.24,3.15,2.36,5.5,4.28,94.19,"True",94.2,"True",0,"False",0,"False",0,"False",0,"False",52.37,"True",35.57,"True",0,"False",30.17,"True",0,"False",52.37,"True",2.98,36.09,33.81,72.27,33.77,86.3,22.23,83.21,22.13,71.59,36.22,35.32,"True"
"644","30/01/17 19",3.74,5.4,3.88,3.27,2.89,5.5,4.69,94.74,"True",94.76,"True",0,"False",0,"False",0,"False",0,"False",52.26,"True",36.01,"True",0,"False",30.65,"True",0,"False",52.26,"True",2.98,35.79,33.58,71.25,33.54,86.31,21.81,82.01,21.7,69.59,35.99,35.09,"True"
"645","30/01/17 20",3.72,5.4,3.49,3.38,3.17,5.5,4.58,94.9,"True",94.92,"True",0,"False",0,"False",0,"False",0,"False",51.99,"True",36,"True",0,"False",31.19,"True",0,"False",51.99,"True",2.98,35.71,33.52,68.21,33.48,86.81,21.6,81.83,21.49,67.57,35.93,35.03,"True"
"646","30/01/17 21",3.68,5.4,3,3.59,3.39,5.5,3.98,95.32,"True",95.33,"True",0,"False",0,"False",0,"False",0,"False",52.57,"True",35.79,"True",0,"False",31.05,"True",0,"False",52.57,"True",2.98,35.49,33.25,68.05,33.21,85.32,21.5,82.1,21.39,67.94,35.66,34.76,"True"
"647","30/01/17 22",3.52,5.24,3.44,3.26,3.64,5.5,3.61,96.02,"True",96.04,"True",0,"False",36.81,"True",0,"False",0,"False",50.91,"True",35.47,"True",0,"False",30.89,"True",0,"False",74.57,"True",2.98,35.11,29.95,88.85,30.02,85.56,21.29,82.45,21.17,68.24,32.9,32,"True"
"648","30/01/17 23",3.37,5.1,3.91,3.37,3.94,5.5,3.42,95.98,"True",96,"True",0,"False",36.29,"True",0,"False",0,"False",51.03,"True",35.17,"True",0,"False",30.85,"True",0,"False",75.3,"True",2.98,35.13,29.84,89.68,29.91,85.21,21.34,83.02,21.23,68.43,32.79,31.89,"True"
"649","31/01/17 00",3.36,4.99,4.4,3.35,3.45,5.5,3.42,95.41,"True",95.43,"True",0,"False",35.34,"True",0,"False",0,"False",50.6,"True",0,"False",0,"False",31.83,"True",0,"False",78.75,"True",2.98,35.44,29.83,91.33,29.9,86.05,28.28,63.34,28.16,72.02,32.78,31.88,"True"
"650","31/01/17 01",3.4,4.92,4.92,3.57,2.84,5.5,3.9,95.37,"True",95.39,"True",0,"False",34.86,"True",0,"False",0,"False",50.6,"True",0,"False",0,"False",31.31,"True",0,"False",79.51,"True",2.98,35.46,29.78,92.11,29.84,86,28.39,62.65,28.28,73.95,32.73,31.83,"True"
"651","31/01/17 02",3.45,4.95,5.21,3.72,2.22,5.5,4.65,94.41,"True",94.43,"True",0,"False",0,"False",0,"False",0,"False",49.73,"True",0,"False",0,"False",31.08,"True",0,"False",78.14,"True",2.98,35.97,30.9,75.06,30.86,88.73,28.81,62.36,28.69,75.14,33.42,32.52,"True"
"652","31/01/17 03",3.68,4.78,4.93,4.36,1.65,5.23,3.54,92.63,"True",92.65,"True",0,"False",0,"False",0,"False",0,"False",49.25,"True",0,"False",0,"False",0,"False",0,"False",83.9,"True",2.98,36.92,31.52,75.92,31.48,90.26,32.34,62.44,32.34,59.04,34.06,33.16,"True"
"653","31/01/17 04",4.1,4.9,4.7,3.87,1.83,5.03,2.62,89.2,"True",89.21,"True",0,"False",0,"False",0,"False",0,"False",0,"False",35.83,"True",0,"False",30.78,"True",0,"False",0,"True",2.98,38.72,40.23,76.36,40.23,68.18,24.31,84.83,24.2,71.66,42.32,41.42,"True"
"654","31/01/17 05",4.42,4.9,4.53,3.02,2.54,5.43,3.69,91.86,"True",91.88,"True",0,"False",0,"False",0,"False",0,"False",51.47,"True",35.28,"True",0,"False",30.46,"True",0,"False",51.47,"True",2.98,37.32,35.38,75.03,35.33,89.74,23.59,85.07,23.48,71.99,37.77,36.87,"True"
"655","31/01/17 06",4.44,4.9,4.28,3.73,3.26,5.47,4.68,112.67,"True",0,"False",0,"False",0,"False",0,"False",0,"False",49.48,"True",36.58,"True",0,"False",0,"False",0,"False",49.48,"True",2.99,25.95,33.66,75.31,33.62,91.97,28.73,87.85,28.73,59.68,36.03,35.13,"True"
"656","31/01/17 07",4.42,4.9,4.06,4.35,3.98,5.17,3.31,111.23,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"True",2.99,26.76,37.28,74.37,37.28,67.1,32.51,64.73,32.51,58.33,39.37,38.47,"True"
"657","31/01/17 08",4.56,4.9,3.8,3.23,3.54,5.11,2.77,111.46,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",32.92,"True",0,"False",0,"True",2.99,26.64,37.02,66.22,37.02,61.3,29.52,62.78,29.39,69.36,39.11,38.21,"True"
"658","31/01/17 09",4.45,4.9,3.25,3.13,2.82,5.38,3.15,115.02,"True",0,"False",0,"False",0,"False",0,"False",0,"False",51.78,"True",0,"False",0,"False",32.8,"True",0,"False",51.78,"True",2.99,24.61,32.31,70.45,32.27,86.03,28.07,60.79,27.94,68.33,34.71,33.81,"True"
"659","31/01/17 10",4.16,4.82,3.16,3.25,1.94,5.5,3.23,115.5,"True",0,"False",0,"False",36.62,"True",0,"False",0,"False",51.17,"True",0,"False",0,"False",31.52,"True",0,"False",68.49,"True",2.99,24.34,29.87,89.12,29.95,84.97,27.9,61.52,27.78,72.74,32.79,31.89,"True"
"660","31/01/17 11",3.84,4.6,3.65,3.18,1.62,5.5,3.82,116.35,"True",0,"False",0,"False",35.8,"True",0,"False",0,"False",50.08,"True",35.43,"True",0,"False",30.07,"True",0,"False",64.39,"True",2.99,23.85,29.6,90.31,29.67,86.86,20.74,81.97,20.64,70.39,32.48,31.58,"True"
"661","31/01/17 12",3.49,4.37,4.16,3.6,2.1,5.5,4.11,117.18,"True",0,"False",0,"False",36.44,"True",0,"False",0,"False",50.49,"True",34.03,"True",0,"False",29.84,"True",0,"False",62.67,"True",2.99,23.38,29.26,88.84,29.34,85.71,20.6,84.22,20.5,71.01,32.15,31.25,"True"
"662","31/01/17 13",3.13,4.11,4.61,3.71,2.87,5.5,4.47,116.56,"True",0,"False",0,"False",34.88,"True",0,"False",0,"False",50.4,"True",35.07,"True",0,"False",30.2,"True",0,"False",66.02,"True",2.99,23.73,29.2,91.5,29.26,85.82,20.6,82.46,20.49,69.85,32.07,31.17,"True"
"663","31/01/17 14",2.82,3.9,5.14,3.83,3.3,5.5,4.51,118.09,"True",0,"False",0,"False",35.03,"True",0,"False",0,"False",50.22,"True",34.81,"True",0,"False",30.28,"True",0,"False",61.05,"True",2.99,22.85,28.83,90.88,28.9,85.8,19.68,81.97,19.57,68.65,31.68,30.78,"True"
"664","31/01/17 15",2.48,3.86,5.06,3.95,3.65,5.5,4.27,118.36,"True",0,"False",0,"False",0,"False",0,"False",0,"False",49.98,"True",34.44,"True",0,"False",29.14,"True",0,"False",54.46,"True",2.99,22.7,29.7,73.11,29.66,87.04,19.84,82.76,19.74,72.45,32.1,31.2,"True"
"665","31/01/17 16",2.16,3.91,4.7,4.29,3.91,5.5,4.92,116.71,"True",0,"False",0,"False",0,"False",0,"False",0,"False",50.33,"True",0,"False",0,"False",0,"False",0,"False",63.89,"True",2.99,23.64,29.89,72.26,29.84,86.54,29.53,62.98,29.53,59.09,32.33,31.43,"True"
"666","31/01/17 17",2.1,4.05,4.31,4.45,3.17,5.15,3.31,116.62,"True",0,"False",0,"False",0,"False",0,"False",0,"False",50.31,"True",0,"False",0,"False",0,"False",0,"False",62.87,"True",2.99,23.7,30,72.76,29.96,86.69,29.52,63.1,29.52,58.14,32.44,31.54,"True"
"667","31/01/17 18",2.05,4.41,3.96,3.49,2.57,5.09,2.75,117.22,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",32.48,"True",0,"False",41.51,"True",2.99,23.35,31.69,70.99,31.69,65.48,26.44,62.46,26.31,67.89,33.85,32.95,"True"
"668","31/01/17 19",1.88,4.63,3.56,3.13,1.96,5.27,2.78,117.82,"True",0,"False",0,"False",0,"False",0,"False",0,"False",50.62,"True",0,"False",0,"False",32.49,"True",0,"False",50.16,"True",2.99,23,30.44,69.78,30.4,86.52,26.09,61.22,25.96,67.5,32.83,31.93,"True"
"669","31/01/17 20",1.67,4.6,3.13,3.46,1.54,5.4,2.63,119.62,"True",0,"False",0,"False",0,"False",0,"False",0,"False",51.29,"True",34.92,"True",0,"False",30.41,"True",0,"False",37.76,"True",2.99,21.97,30.25,69.65,30.2,84.96,18.51,80.62,18.4,67.06,32.59,31.69,"True"
"670","31/01/17 21",1.31,4.26,3.32,3.31,1.92,5.5,2.69,120.93,"True",0,"False",0,"False",35.93,"True",0,"False",0,"False",50.4,"True",34.99,"True",0,"False",30.08,"True",0,"False",45.68,"True",2.99,21.21,28.41,88.89,28.48,85.02,17.76,79.75,17.65,67.4,31.21,30.31,"True"
"671","31/01/17 22",0.93,3.83,3.81,3.34,2.14,5.5,2.59,98.92,"True",98.94,"True",0,"False",36.96,"True",0,"False",0,"False",50.4,"True",35.12,"True",0,"False",30.48,"True",0,"False",63.93,"True",2.97,33.55,28.75,87.38,28.83,85.39,18.89,80.65,18.78,67.23,31.65,30.75,"True"
"672","31/01/17 23",0.82,3.09,4.22,3.45,2.44,5.5,2.44,98.11,"True",98.13,"True",0,"False",37.13,"True",0,"False",0,"False",50.51,"True",35.13,"True",0,"False",29.89,"True",0,"False",68.14,"True",2.97,33.99,28.63,86.96,28.71,85.05,19.36,81.1,19.25,69.6,31.55,30.65,"True"
"673","01/02/17 00",0.79,2.88,4.61,3.44,2.75,5.5,2.85,98.06,"True",98.08,"True",0,"False",35.4,"True",0,"False",0,"False",49.35,"True",35.04,"True",0,"False",29.77,"True",0,"False",69.06,"True",2.97,34.01,28.57,89.98,28.64,87.24,19.41,81.31,19.31,70.04,31.46,30.56,"True"
"674","01/02/17 01",0.76,2.72,5.09,3.93,3.06,5.5,3.27,97.46,"True",97.48,"True",0,"False",35.82,"True",0,"False",0,"False",48.58,"True",34.7,"True",0,"False",29.13,"True",0,"False",72.1,"True",2.97,34.34,28.49,89.16,28.56,88.61,19.87,82.36,19.77,72.5,31.39,30.49,"True"
"675","01/02/17 02",0.81,2.83,5.08,4.35,3.5,5.5,4.06,96.74,"True",96.76,"True",0,"False",0,"False",0,"False",0,"False",0,"False",34.43,"True",0,"False",28.65,"True",0,"False",54.46,"True",2.98,34.72,31.44,75.11,31.44,67.32,20.31,83.25,20.21,74.42,33.66,32.76,"True"
"676","01/02/17 03",0.93,3.4,4.8,3.26,4.01,5.49,4.95,94.25,"True",94.27,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",62.7,"True",2.98,36.05,32.64,75.8,32.64,67.38,30.45,64.55,30.45,60.54,34.89,33.99,"True"
"677","01/02/17 04",1.28,3.79,4.58,3.53,3.52,5.23,3.74,94.75,"True",94.77,"True",0,"False",0,"False",0,"False",0,"False",48.72,"True",0,"False",0,"False",0,"False",0,"False",75.72,"True",2.98,35.79,30.69,75.27,30.65,90.44,30.32,64.14,30.32,59.85,33.18,32.28,"True"
"678","01/02/17 05",1.61,4.08,4.35,4.44,3.05,4.95,2.65,94.02,"True",94.04,"True",0,"False",0,"False",0,"False",0,"False",48.75,"True",0,"False",0,"False",0,"False",0,"False",77.26,"True",2.98,36.18,31.04,74.72,31,90.73,30.78,63.99,30.78,59.62,33.54,32.64,"True"
"679","01/02/17 06",2.01,4.4,4.09,3.93,2.65,5.2,3.29,91.33,"True",91.35,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",32.27,"True",0,"False",0,"True",2.98,37.6,38.84,74.55,38.84,66.73,29.42,63.22,29.3,71.61,40.93,40.03,"True"
"680","01/02/17 07",2.43,4.4,3.84,2.83,2.17,5.5,4.2,94.68,"True",94.7,"True",0,"False",0,"False",0,"False",0,"False",50.54,"True",0,"False",0,"False",31.58,"True",0,"False",50.54,"True",2.98,35.83,33.53,72.93,33.49,89.76,28.12,61.16,28.01,72.74,35.92,35.02,"True"
"681","01/02/17 08",2.64,4.4,3.52,3.62,1.42,5.5,4.69,96.19,"True",96.21,"True",0,"False",0,"False",0,"False",0,"False",51.06,"True",36.3,"True",0,"False",28.95,"True",0,"False",51.06,"True",2.98,35.02,32.57,72.96,32.52,87.75,20.99,80.68,20.89,74.18,34.96,34.06,"True"
"682","01/02/17 09",2.7,4.4,3.21,4.03,1.74,5.28,3.88,95.44,"True",95.46,"True",0,"False",0,"False",0,"False",0,"False",52.1,"True",37.6,"True",0,"False",0,"False",0,"False",52.1,"True",2.98,35.42,32.98,69.63,32.93,86.03,27.06,84.3,27.06,55.67,35.38,34.48,"True"
"683","01/02/17 10",2.74,4.31,3.24,3.9,2.24,5.03,2.48,96.39,"True",96.41,"True",0,"False",36.81,"True",0,"False",0,"False",50.81,"True",35.55,"True",0,"False",30.81,"True",0,"False",70.83,"True",2.98,34.91,29.93,88.83,30.01,85.74,20.76,81.78,20.65,67.99,32.86,31.96,"True"
"684","01/02/17 11",2.65,4.14,3.71,3.91,2.62,5.26,2.79,96.09,"True",96.11,"True",0,"False",36.53,"True",0,"False",0,"False",50.29,"True",35.19,"True",0,"False",30.86,"True",0,"False",72.7,"True",2.98,35.07,29.83,89.25,29.91,86.67,20.93,82.57,20.82,67.99,32.76,31.86,"True"
"685","01/02/17 12",2.59,3.99,4.19,4.17,3.08,5.47,3.02,96.56,"True",96.58,"True",0,"False",36.36,"True",0,"False",0,"False",49.99,"True",34.9,"True",0,"False",30.59,"True",0,"False",71.87,"True",2.98,34.82,29.68,89.4,29.76,87.11,20.83,82.97,20.72,68.78,32.61,31.71,"True"
"686","01/02/17 13",2.5,3.84,4.66,4.48,3.56,5.5,3.65,95.51,"True",95.53,"True",0,"False",35.93,"True",0,"False",0,"False",49.99,"True",35.55,"True",0,"False",30.47,"True",0,"False",76.18,"True",2.98,35.38,29.64,90.12,29.71,87.08,21.09,82.11,20.98,69.44,32.57,31.67,"True"
"687","01/02/17 14",2.54,4.15,5.15,3.18,3.82,5.5,3.76,95.85,"True",95.87,"True",0,"False",36.44,"True",0,"False",0,"False",0,"False",34.97,"True",0,"False",30.4,"True",0,"False",65.89,"True",2.98,35.2,31.11,90.68,31.22,61.67,21.1,83.12,20.99,69.68,33.59,32.69,"True"
"688","01/02/17 15",2.59,4.29,5.02,3.14,3.66,5.5,3.96,95.53,"True",95.55,"True",0,"False",0,"False",0,"False",0,"False",50.89,"True",0,"False",0,"False",31.67,"True",0,"False",70.6,"True",2.98,35.37,30.92,73.1,30.88,86.46,27.82,63.19,27.7,72.13,33.41,32.51,"True"
"689","01/02/17 16",2.75,4.4,4.66,3.45,2.99,5.5,4.39,94.72,"True",94.74,"True",0,"False",0,"False",0,"False",0,"False",52.04,"True",0,"False",0,"False",31.92,"True",0,"False",52.04,"True",2.98,35.81,33.45,71.69,33.4,86.62,28.21,62.21,28.09,71.64,35.85,34.95,"True"
"690","01/02/17 17",2.93,4.4,4.25,3.61,2.28,5.5,4.64,94.76,"True",94.78,"True",0,"False",0,"False",0,"False",0,"False",51.92,"True",0,"False",0,"False",31.09,"True",0,"False",51.92,"True",2.98,35.78,33.49,74,33.45,86.93,28.4,62.28,28.29,74.7,35.9,35,"True"
"691","01/02/17 18",3.19,4.4,3.97,3.82,1.69,5.25,3.65,93.77,"True",93.79,"True",0,"False",0,"False",0,"False",0,"False",52.11,"True",0,"False",0,"False",0,"False",0,"False",52.11,"True",2.98,36.31,34.39,72.26,34.34,87.41,31.83,61.21,31.83,57.47,36.79,35.89,"True"
"692","01/02/17 19",3.36,4.4,3.61,4.04,1.61,5.06,2.59,95.57,"True",95.59,"True",0,"False",0,"False",0,"False",0,"False",51.41,"True",36.1,"True",0,"False",31.13,"True",0,"False",51.41,"True",2.98,35.35,33.12,69.16,33.07,87.61,21.12,81.17,21.01,67.29,35.51,34.61,"True"
"693","01/02/17 20",3.46,4,3.16,4.29,1.94,5.23,2.64,92.35,"True",92.37,"True",0,"False",0,"False",0,"False",0,"False",50.27,"True",36.34,"True",0,"False",31.44,"True",0,"False",0,"False",2.98,37.06,28.5,68.8,28.46,85.27,22.15,81.77,22.03,67.26,40.33,29.87,"True"
"694","01/02/17 21",3.67,3.29,3.14,4.12,2.28,5.37,2.61,93.38,"True",93.39,"True",0,"False",35.51,"True",0,"False",0,"False",48.58,"True",36.13,"True",0,"False",31.37,"True",0,"False",0,"False",2.98,36.52,24.47,85.7,24.55,84.6,21.82,81.8,21.7,67.15,39.84,26.26,"True"
"695","01/02/17 22",3.8,2.4,3.53,4.07,2.6,5.5,2.55,93.78,"True",93.8,"True",0,"False",35.3,"True",0,"False",0,"False",48.23,"True",35.95,"True",0,"False",31.15,"True",0,"False",0,"False",2.98,36.3,23.65,85.23,23.72,84.41,21.8,82.12,21.68,67.88,39.67,25.43,"True"
"696","01/02/17 23",3.9,1.52,3.88,4.03,2.94,5.5,2.49,91.76,"True",91.78,"True",0,"False",34.25,"True",0,"False",0,"False",48.15,"True",36.05,"True",0,"False",30.95,"True",0,"False",0,"False",2.98,37.38,22.9,86.28,22.96,83.81,22.83,82.96,22.72,69.6,40.8,24.66,"True"
"697","02/02/17 00",4.11,2.14,4.28,3.82,3.33,5.5,2.8,90.67,"True",90.69,"True",0,"False",32.26,"True",0,"False",0,"False",47.64,"True",35.87,"True",0,"False",31.25,"True",0,"False",0,"False",2.98,37.94,22.32,88.91,22.37,84.15,23.43,83.88,23.31,69.18,41.46,24.04,"True"
"698","02/02/17 01",4.36,1.3,4.75,3.85,3.79,5.5,2.95,91.16,"True",91.18,"True",0,"False",31.69,"True",0,"False",0,"False",45.97,"True",35.63,"True",0,"False",30.57,"True",0,"False",0,"False",2.98,37.69,21.72,89.18,21.77,86.5,23.53,84.41,23.42,71.58,41.27,23.42,"False"
"699","02/02/17 02",4.51,0.51,5.22,4.44,3.71,5.5,3.6,115.49,"True",0,"False",0,"False",32.97,"True",0,"False",0,"False",47.08,"True",0,"False",0,"False",30.58,"True",0,"False",103.62,"True",2.99,24.34,25.42,90.89,25.47,88.26,28.03,63.97,27.92,76.04,28.45,27.55,"False"
"700","02/02/17 03",4.25,1.25,5.05,3.76,3.17,5.5,4.72,113.63,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",30.14,"True",0,"False",78.33,"True",2.99,25.4,30.39,75.87,30.39,67.86,29.06,63.65,28.95,78.5,32.72,31.82,"False"
"701","02/02/17 04",4.21,2.08,4.82,2.83,2.67,5.27,3.8,113.11,"True",0,"False",0,"False",0,"False",0,"False",0,"False",48.41,"True",0,"False",0,"False",0,"False",0,"False",94.81,"True",2.99,25.7,28.47,75.89,28.44,88.8,31.59,63.55,31.59,60.53,31.09,30.19,"False"
"702","02/02/17 05",4.13,2.56,4.6,3.66,2.26,5.03,2.91,113.11,"True",0,"False",0,"False",0,"False",0,"False",0,"False",48.44,"True",0,"False",0,"False",0,"False",0,"False",92.23,"True",2.99,25.7,28.8,74.86,28.76,89.07,31.56,62.12,31.56,59.95,31.39,30.49,"False"
"703","02/02/17 06",4.05,3.01,4.34,4.42,1.65,4.95,2.61,115.02,"True",0,"False",0,"False",0,"False",0,"False",0,"False",49.1,"True",0,"False",0,"False",31.64,"True",0,"False",83.76,"True",2.99,24.61,28.74,75.21,28.71,87.77,28.07,62.64,27.95,72.48,31.29,30.39,"False"
"704","02/02/17 07",3.78,3.6,4.11,3.63,1.83,5.36,3.7,116.79,"True",0,"False",0,"False",0,"False",0,"False",0,"False",0,"False",35.26,"True",0,"False",30.49,"True",0,"False",55.93,"True",2.99,23.6,30.82,73.35,30.82,62.72,20.4,81.92,20.29,68.69,33.04,32.14,"False"
"705","02/02/17 08",3.4,3.98,3.8,2.96,2.29,5.5,4.06,117.57,"True",0,"False",0,"False",0,"False",0,"False",0,"False",50.81,"True",34.6,"True",0,"False",30.05,"True",0,"False",66.87,"True",2.99,23.15,29.01,71.74,28.97,84.71,20.16,82.82,20.05,69.88,31.47,30.57,"False"
"706","02/02/17 09",3.02,4.14,3.43,2.95,2.87,5.5,4.2,119.27,"True",0,"False",0,"False",0,"False",0,"False",0,"False",50.56,"True",34.92,"True",0,"False",29.33,"True",0,"False",57.29,"True",2.99,22.17,29,69.72,28.95,85.2,19.16,81.27,19.06,71.18,31.41,30.51,"False"
"707","02/02/17 10",2.59,4.2,3,3.08,3.17,5.5,4.62,119.08,"True",0,"False",0,"False",0,"False",0,"False",0,"False",50.87,"True",34.25,"True",0,"False",29.89,"True",0,"False",57.12,"True",2.99,22.28,29.05,68.14,29.01,84.62,19.27,82.51,19.16,69.51,31.46,30.56,"False"
"708","02/02/17 11",2.18,3.92,3.42,2.99,3.65,5.5,4.58,119.58,"True",0,"False",0,"False",36.5,"True",0,"False",0,"False",50.16,"True",34.26,"True",0,"False",29.31,"True",0,"False",61.74,"True",2.99,21.99,27.8,87.27,27.87,84.9,19.07,82.31,18.97,71.16,30.67,29.77,"False"
"709","02/02/17 12",1.83,3.68,3.85,3.1,4.07,5.36,4.13,118.18,"True",0,"False",0,"False",35.17,"True",0,"False",0,"False",49.69,"True",0,"False",0,"False",0,"False",0,"False",70.97,"True",2.99,22.8,27.91,89.71,27.98,85.92,28.78,62.14,28.78,55.43,30.81,29.91,"False"
"710","02/02/17 13",1.65,3.53,4.34,3.42,3.2,4.9,2,119.97,"True",0,"False",0,"False",35.27,"True",0,"False",0,"False",49.44,"True",0,"False",0,"False",31.73,"True",0,"False",63.37,"True",2.99,21.77,27.56,89.2,27.63,86.05,24.96,60.91,24.84,69.12,30.42,29.52,"False"
